Country_Name,Indicator_Name,Year,Value
Ecuador,"Compulsory education, duration (years)",2000,10
Ecuador,"Current education expenditure, total (% of total expenditure in public institutions)",2000,94.77924347
Ecuador,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2000,
Ecuador,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2000,
Ecuador,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2000,
Ecuador,Expenditure on primary education (% of government expenditure on education),2000,38.2881
Ecuador,Expenditure on secondary education (% of government expenditure on education),2000,34.556
Ecuador,GDP (current US$),2000,18327764882
Ecuador,GDP per capita (current US$),2000,1451.530885
Ecuador,Gini index,2000,56.4
Ecuador,"Government expenditure on education, total (% of GDP)",2000,1.150930047
Ecuador,"Government expenditure on education, total (% of government expenditure)",2000,4.957300186
Ecuador,"Government expenditure per student, primary (% of GDP per capita)",2000,2.85831
Ecuador,"Government expenditure per student, secondary (% of GDP per capita)",2000,5.38598
Ecuador,International migrant stock (% of population),2000,1.199840426
Ecuador,"International migrant stock, total",2000,151523
Ecuador,"Literacy rate, adult total (% of people ages 15 and above)",2000,
Ecuador,"Literacy rate, youth total (% of people ages 15-24)",2000,
Ecuador,Net migration,2000,-41899
Ecuador,"Over-age students, primary (% of enrollment)",2000,11.7311
Ecuador,"Population ages 0-14, female",2000,2195736
Ecuador,"Population ages 0-14, male",2000,2280879
Ecuador,"Population ages 15-64, female",2000,3769978
Ecuador,"Population ages 15-64, male",2000,3770839
Ecuador,"Population ages 65 and above, female",2000,337407
Ecuador,"Population ages 65 and above, male",2000,271668
Ecuador,"Population, female",2000,6303121
Ecuador,"Population, male",2000,6323386
Ecuador,"Population, total",2000,12626507
Ecuador,Poverty headcount ratio at national poverty lines (% of population),2000,64.4
Ecuador,"Primary education, pupils",2000,1925420
Ecuador,"Repeaters, primary, total (% of total enrollment)",2000,2.37268
Ecuador,Rural population,2000,5012850
Ecuador,"School enrollment, preprimary (% gross)",2000,63.34661102
Ecuador,"School enrollment, primary (% gross)",2000,111.4111023
Ecuador,"School enrollment, primary (% net)",2000,95.58856
Ecuador,"School enrollment, secondary (% gross)",2000,57.70922852
Ecuador,"School enrollment, secondary (% net)",2000,47.76897
Ecuador,"Secondary education, pupils",2000,917245
Ecuador,Urban population,2000,7613657
El Salvador,"Adjusted net enrollment rate, primary (% of primary school age children)",2000,90.9739
El Salvador,Adolescents out of school (% of lower secondary school age),2000,15.85527992
El Salvador,Children out of school (% of primary school age),2000,7.400800228
El Salvador,"Children out of school, primary",2000,62638
El Salvador,"Compulsory education, duration (years)",2000,9
El Salvador,"Current education expenditure, total (% of total expenditure in public institutions)",2000,93.33000946
El Salvador,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2000,
El Salvador,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2000,
El Salvador,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2000,
El Salvador,Expenditure on primary education (% of government expenditure on education),2000,53.43486
El Salvador,Expenditure on secondary education (% of government expenditure on education),2000,20.76394
El Salvador,GDP (current US$),2000,11784927700
El Salvador,GDP per capita (current US$),2000,1977.840614
El Salvador,Gini index,2000,51.5
El Salvador,"Government expenditure on education, total (% of GDP)",2000,2.838680029
El Salvador,"Government expenditure on education, total (% of government expenditure)",2000,13.54397011
El Salvador,"Government expenditure per student, primary (% of GDP per capita)",2000,9.41027
El Salvador,"Government expenditure per student, secondary (% of GDP per capita)",2000,8.24421
El Salvador,International migrant stock (% of population),2000,0.545662335
El Salvador,"International migrant stock, total",2000,31713
El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",2000,
El Salvador,"Literacy rate, youth total (% of people ages 15-24)",2000,
El Salvador,Net migration,2000,-97219
El Salvador,"Over-age students, primary (% of enrollment)",2000,17.19049
El Salvador,"Population ages 0-14, female",2000,1090401
El Salvador,"Population ages 0-14, male",2000,1123345
El Salvador,"Population ages 15-64, female",2000,1832178
El Salvador,"Population ages 15-64, male",2000,1622155
El Salvador,"Population ages 65 and above, female",2000,166096
El Salvador,"Population ages 65 and above, male",2000,124307
El Salvador,"Population, female",2000,3088675
El Salvador,"Population, male",2000,2869807
El Salvador,"Population, total",2000,5958482
El Salvador,Poverty headcount ratio at national poverty lines (% of population),2000,
El Salvador,"Primary education, pupils",2000,949077
El Salvador,"Repeaters, primary, total (% of total enrollment)",2000,6.65489
El Salvador,Rural population,2000,2448221
El Salvador,"School enrollment, preprimary (% gross)",2000,44.16376114
El Salvador,"School enrollment, primary (% gross)",2000,112.1352692
El Salvador,"School enrollment, primary (% net)",2000,89.19182
El Salvador,"School enrollment, secondary (% gross)",2000,58.32695007
El Salvador,"School enrollment, secondary (% net)",2000,47.93307
El Salvador,"Secondary education, pupils",2000,420959
El Salvador,Urban population,2000,3510261
Guyana,"Adjusted net enrollment rate, primary (% of primary school age children)",2000,
Guyana,Adolescents out of school (% of lower secondary school age),2000,
Guyana,Children out of school (% of primary school age),2000,
Guyana,"Children out of school, primary",2000,
Guyana,"Compulsory education, duration (years)",2000,6
Guyana,"Current education expenditure, total (% of total expenditure in public institutions)",2000,
Guyana,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2000,
Guyana,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2000,
Guyana,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2000,
Guyana,Expenditure on primary education (% of government expenditure on education),2000,
Guyana,Expenditure on secondary education (% of government expenditure on education),2000,
Guyana,GDP (current US$),2000,712667896.7
Guyana,GDP per capita (current US$),2000,938.893298
Guyana,Gini index,2000,
Guyana,"Government expenditure on education, total (% of GDP)",2000,8.484149933
Guyana,"Government expenditure on education, total (% of government expenditure)",2000,17.65683937
Guyana,"Government expenditure per student, primary (% of GDP per capita)",2000,
Guyana,"Government expenditure per student, secondary (% of GDP per capita)",2000,
Guyana,International migrant stock (% of population),2000,1.160036539
Guyana,"International migrant stock, total",2000,8610
Guyana,"Literacy rate, adult total (% of people ages 15 and above)",2000,
Guyana,"Literacy rate, youth total (% of people ages 15-24)",2000,
Guyana,Net migration,2000,-13176
Guyana,"Over-age students, primary (% of enrollment)",2000,
Guyana,"Population ages 0-14, female",2000,136937
Guyana,"Population ages 0-14, male",2000,140366
Guyana,"Population ages 15-64, female",2000,227890
Guyana,"Population ages 15-64, male",2000,225059
Guyana,"Population ages 65 and above, female",2000,15730
Guyana,"Population ages 65 and above, male",2000,13070
Guyana,"Population, female",2000,380557
Guyana,"Population, male",2000,378495
Guyana,"Population, total",2000,759051
Guyana,Poverty headcount ratio at national poverty lines (% of population),2000,
Guyana,"Primary education, pupils",2000,108909
Guyana,"Repeaters, primary, total (% of total enrollment)",2000,2.33406
Guyana,Rural population,2000,541249
Guyana,"School enrollment, preprimary (% gross)",2000,91.51683044
Guyana,"School enrollment, primary (% gross)",2000,105.5340195
Guyana,"School enrollment, primary (% net)",2000,
Guyana,"School enrollment, secondary (% gross)",2000,
Guyana,"School enrollment, secondary (% net)",2000,
Guyana,"Secondary education, pupils",2000,
Guyana,Urban population,2000,217802
Honduras,"Adjusted net enrollment rate, primary (% of primary school age children)",2000,85.74906
Honduras,Adolescents out of school (% of lower secondary school age),2000,
Honduras,Children out of school (% of primary school age),2000,14.25094032
Honduras,"Children out of school, primary",2000,150360
Honduras,"Compulsory education, duration (years)",2000,9
Honduras,"Current education expenditure, total (% of total expenditure in public institutions)",2000,
Honduras,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2000,
Honduras,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2000,
Honduras,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2000,
Honduras,Expenditure on primary education (% of government expenditure on education),2000,
Honduras,Expenditure on secondary education (% of government expenditure on education),2000,
Honduras,GDP (current US$),2000,7186638029
Honduras,GDP per capita (current US$),2000,1079.605666
Honduras,Gini index,2000,
Honduras,"Government expenditure on education, total (% of GDP)",2000,
Honduras,"Government expenditure on education, total (% of government expenditure)",2000,
Honduras,"Government expenditure per student, primary (% of GDP per capita)",2000,
Honduras,"Government expenditure per student, secondary (% of GDP per capita)",2000,
Honduras,International migrant stock (% of population),2000,0.455880751
Honduras,"International migrant stock, total",2000,28461
Honduras,"Literacy rate, adult total (% of people ages 15 and above)",2000,
Honduras,"Literacy rate, youth total (% of people ages 15-24)",2000,
