Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
Chile,Chile,CL,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2000,
Chile,Chile,CL,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2000,
Chile,Chile,CL,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2000,
Chile,Chile,CL,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2000,8
Chile,Chile,CL,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2000,87.18878174
Chile,Chile,CL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2000,
Chile,Chile,CL,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2000,
Chile,Chile,CL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2000,
Chile,Chile,CL,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2000,43.01821
Chile,Chile,CL,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2000,34.26986
Chile,Chile,CL,GDP (current US$),PIB (US$ corrientes),12,2000,78249883996
Chile,Chile,CL,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2000,5097.114937
Chile,Chile,CL,Gini index,Índice Gini,14,2000,52.8
Chile,Chile,CL,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2000,3.77583003
Chile,Chile,CL,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2000,16.42790985
Chile,Chile,CL,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2000,13.85617
Chile,Chile,CL,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2000,14.26927
Chile,Chile,CL,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2000,1.168935242
Chile,Chile,CL,"International migrant stock, total","Población de migrantes internacionales, total",20,2000,177332
Chile,Chile,CL,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2000,
Chile,Chile,CL,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2000,
Chile,Chile,CL,Net migration,Migración neta,23,2000,5790
Chile,Chile,CL,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2000,
Chile,Chile,CL,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2000,2013406
Chile,Chile,CL,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2000,2102805
Chile,Chile,CL,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2000,5008743
Chile,Chile,CL,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2000,5001295
Chile,Chile,CL,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2000,701994
Chile,Chile,CL,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2000,523555
Chile,Chile,CL,"Population, female","Población, mujeres",31,2000,7724143
Chile,Chile,CL,"Population, male","Población, hombres",32,2000,7627655
Chile,Chile,CL,"Population, total","Población, total",33,2000,15351799
Chile,Chile,CL,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2000,36
Chile,Chile,CL,"Primary education, pupils","Primaria, alumnos",35,2000,1798515
Chile,Chile,CL,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2000,
Chile,Chile,CL,Rural population,Población rural,37,2000,2138045
Chile,Chile,CL,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2000,78.97057343
Chile,Chile,CL,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2000,103.0135117
Chile,Chile,CL,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2000,
Chile,Chile,CL,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2000,85.52158356
Chile,Chile,CL,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2000,
Chile,Chile,CL,"Secondary education, pupils","Educación secundaria, alumnos",43,2000,1391283
Chile,Chile,CL,Urban population,Población urbana,44,2000,13213754
Colombia,Colombia,CO,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2000,96.76601
Colombia,Colombia,CO,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2000,
Colombia,Colombia,CO,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2000,0.791119993
Colombia,Colombia,CO,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2000,34598
Colombia,Colombia,CO,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2000,10
Colombia,Colombia,CO,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2000,
Colombia,Colombia,CO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2000,
Colombia,Colombia,CO,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2000,
Colombia,Colombia,CO,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2000,
Colombia,Colombia,CO,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2000,44.55692
Colombia,Colombia,CO,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2000,33.0706
Colombia,Colombia,CO,GDP (current US$),PIB (US$ corrientes),12,2000,99875074935
Colombia,Colombia,CO,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2000,2546.850213
Colombia,Colombia,CO,Gini index,Índice Gini,14,2000,58.7
Colombia,Colombia,CO,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2000,3.511209965
Colombia,Colombia,CO,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2000,13.29638958
Colombia,Colombia,CO,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2000,11.87519
Colombia,Colombia,CO,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2000,12.89406
Colombia,Colombia,CO,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2000,0.271282822
Colombia,Colombia,CO,"International migrant stock, total","Población de migrantes internacionales, total",20,2000,109609
Colombia,Colombia,CO,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2000,
Colombia,Colombia,CO,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2000,
Colombia,Colombia,CO,Net migration,Migración neta,23,2000,-31116
Colombia,Colombia,CO,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2000,18.93137
Colombia,Colombia,CO,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2000,6290447
Colombia,Colombia,CO,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2000,6518801
Colombia,Colombia,CO,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2000,12449911
Colombia,Colombia,CO,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2000,12159621
Colombia,Colombia,CO,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2000,1004893
Colombia,Colombia,CO,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2000,791463
Colombia,Colombia,CO,"Population, female","Población, mujeres",31,2000,19745251
Colombia,Colombia,CO,"Population, male","Población, hombres",32,2000,19469885
Colombia,Colombia,CO,"Population, total","Población, total",33,2000,39215135
Colombia,Colombia,CO,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2000,
Colombia,Colombia,CO,"Primary education, pupils","Primaria, alumnos",35,2000,5221018
Colombia,Colombia,CO,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2000,5.35442
Colombia,Colombia,CO,Rural population,Población rural,37,2000,10212798
Colombia,Colombia,CO,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2000,
Colombia,Colombia,CO,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2000,119.3839417
Colombia,Colombia,CO,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2000,93.89445
Colombia,Colombia,CO,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2000,73.08660126
Colombia,Colombia,CO,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2000,
Colombia,Colombia,CO,"Secondary education, pupils","Educación secundaria, alumnos",43,2000,3568889
Colombia,Colombia,CO,Urban population,Población urbana,44,2000,29002337
Costa Rica,Costa Rica,CR,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2000,
Costa Rica,Costa Rica,CR,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2000,
Costa Rica,Costa Rica,CR,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2000,
Costa Rica,Costa Rica,CR,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2000,
Costa Rica,Costa Rica,CR,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2000,11
Costa Rica,Costa Rica,CR,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2000,
Costa Rica,Costa Rica,CR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2000,
Costa Rica,Costa Rica,CR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2000,
Costa Rica,Costa Rica,CR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2000,
